doc_id,serial,petition_id,title,body,signature_count,signature_threshold,deadline,status,issues
2545,15801,542488d1adfd95c255000000,Stop The Misuse of Our Military - Stop Sending Military to Fight Ebola,The mission of the Department of Defense is to provide the military forces needed to deter war and to protect the security of our country. Not deploying to third world countries to fight a pandemic outbreak. The military is equipped to deal with chemical/ biological warfare but not medical emergencies like Ebola. There is a huge risk to our military soldiers and to civilans back in the United States. Major General Darryl Williams addressing US Troop deployed family members via video admitted to military spouses that they do not have firm plans on how to quarantine soliders upon their return home or what the protocal would be if a soldier contracts Ebola while on deployment.(Stars and Stripes. Sept. 24)The safety of military should be considered first. Protect them. They protect you. ,714,100000,30,Closed,"Homeland Security & Defense,Foreign Policy,Civil Rights & Equality"
2546,15806,54250933a9a0b1787b000002,"award the Armed Forces Expeditionary Medal, NDSM to members of the Armored Cavalry and supporting Units.","Have the President award the Regimental Armored Cavalry (Border) and supporting elements the Armed Forces Expeditionary Medal and the National Defense Service Medal. These Unit's served in the only Operational area in Europe during the Cold War, within the 5 Kilometer, 1 Kilometer and 50 meter zones on the Inner German Border. They came under enemy fire, served for hundreds of days per year in the field, ran real world air interdiction missions, patrolled mounted, dismounted and in the air. Were face to face with the Soviet foe on a daily basis,year round. They died, were injured or wounded, took prisoners and made apprehensions and never once failed to accomplish their mission or assigned task's. They were the eyes and ears of of our President, the people and NATO and our US Commanders. ",217,100000,30,Closed,Veterans & Military
2547,15811,542619b56ce61cff76000001,sanction Aeroflot airlines and ban international flights of Aeroflot.,"In contradiction with the principles of territorial integrity of OSCE members, Russia occupied the Crimean peninsula in March 2014. The United Nations General Assembly has rejected this annexation, adopting a non-binding resolution affirming the ""territorial integrity of Ukraine within its internationally recognized borders"". By flying passengers to and from Simferopol, Ukraine without proper Customs and Border procedures by Ukrainian authorities, Aeroflot airlines effectively commits fraud, smuggling, and assists international terrorism. Please sanction Aeroflot airlines and ban international flights of Aeroflot.",585,100000,30,Closed,"Criminal Justice Reform,Foreign Policy,Homeland Security & Defense"
2548,15816,54264508ee140f7a4e000000,Make sure that Sony does not shut down Playstation Home without giving refunds to those who have spent well earned money,Playstation Home is a social gaming platform that has been around since the mid 2000s providing many gamers to have a place to socialize and meet a quanity of people that have impacted or changed their perspective on life in general. Many individuals have spent well earned dollars on this platform for their own entertainment and now we have came to a conclusion that Sony wants to shut down this service. We the People deserve a refund if this process is being issued otherwise we wish for Playstation Home to continue to exist rather then removing it from the Community.,680,100000,30,Closed,"Economy & Jobs,Innovation: Arts & Technology"
2549,15821,5426a059ee140f6705000004,Make Halloween a federal holiday as it emphasizes our American heritage and is a family tradition celebrated since 1911,"Historically our federal holidays have emphasized an aspect of our American heritage.  This holiday, while not federally recognized, is traditionally celebrated in all 50 states with certain regions even designating special times. It is a special time when Americans open their homes and hearts and give freely to each other regardless of color, creed, gender association, sexual orientation or religious affiliation. For this reason we the people of the United States petition to have Halloween declared a federal holiday. ",2129,100000,30,Closed,Economy & Jobs
2550,15831,5427e2f72f2c88153c000006,Stop selling any weapon to Hong Kong Police force because these weapons are used to attack peaceful citizens.,"Hong Kong citizens are having peaceful demostrations against fake open election proposed by the government.

The citizens are attacked by Hong Kong Police. Not a stone were thrown by the citizens. Not a single Police were beaten yet the government decided to use violence.

Many of the police weapons are produced by US and/ or Europe.

You are HURTING HONG KONG citiznes!!!

Please have an embargo to any weapon and police equipment to Hong Kong.",1248,100000,30,Closed,"Criminal Justice Reform,Homeland Security & Defense,Civil Rights & Equality"
2551,15836,5428a143ee140fb72a000002,Reverse Federal laws against Marijuana.,"It should be up to individual states to decide if marijuana is legal or not, for medical or recreational use. There is enough interest and demand for studies to be completed on the health benefits and healing properties contained in hemp and marijuana. By reversing federal laws against hemp and marijuana you will allow scientists nation wide to once and for all prove if it indeed CURES diseases such as Cancer, Crohn's, Heart Disease, and ALL other known diseases and chronic conditions. It will allow for job creation and economic stimulation across the nation. It will be one step in the fight against drug dealers by giving them one less support mechanism. This plant could potentially cure cancer in people among many other ailments.",814,100000,30,Closed,"Energy & Environment,Health Care,Technology & Innovation"
2552,15841,5428c083a9a0b1715e000002,"JUSTICE FOR DAVIERE BRYANT OF PITTSBURGH,PENNSYLVANIA","We the people are very concerned for the safety of Daviere Bryant D.O.B 10/05/13
Please watch the video footage highlighted (WARNING: CONTENT IS GRAPHIC)
http://www.worldstarhiphop.com/videos/video.php?v=wshhADnIR3PWwRVf0tT1
 Dalishia salter the child's mother has been released on 25,000 bail only to pay 10% .
 The allegheny county Cps already has a child of dalishia salter's in a state foster home "" ky'ere Perkins where daviere Bryant is placed temporarily as well. Yet they are planning on placing daviere and daviere alone with a family member.  We do not feel as though daviere being placed with the family of the abuser is In the best interest of the child and we are deeply concerned with the counties decision. Please review are petition immediately & step in on this matter .",750,100000,30,Closed,"Criminal Justice Reform,Homeland Security & Defense,Economy & Jobs"
2553,15851,5429b96cee140f0748000001,Recognize Fibromyalgia as a disability and create funding for research and study.,"Fibromyalgia is a disability and it needs to be recognized as one.   ""Social Security doesn't have a disability listing for the condition known as fibromyalgia (Social Security's disability listings provide the approval criteria for a number of different impairments, ranging from amputations to seizure disorder), but the Social Security Administration (SSA) recently published a ruling giving guidance to disability claims examiners and administrative law judges (ALJs) on how to assess fibromyalgia cases. This ruling should help reduce the number of fibromyalgia claimants who are denied at the initial application stage but file an appeal and eventually win disability benefits. Even so, many FM patients will continue to be denied benefits. ",7292,100000,30,Closed,Civil Rights & Equality
2554,15856,5429c74f704301497f000002,"Use all legal means to free ukrainian soldier Nadiya Savchenko, who is a political prisoner of the Kremlin regime.","Nadiya was defending Ukraine from Russian aggression as part of the volunteer battalion ""Aydar"" when she was captured in July and jailed in Russia illegally.

The Batkivshchyna party has nominated the courageous Nadiya as a candidate to the Ukrainian parliament.

Putin's Russia is resorting to KGB methods of forced psychiatric examinations in an attempt to break the spirit of someone who is not loyal to their authoritarian regime.

The European Parliament has already adopted a resolution demanding that Russia urgently release political prisoner Nadiya Savchenko.

Patriots of Ukraine should be free!",105385,100000,30,Reviewed,Foreign Policy
2555,15861,542a3cc5adfd95217d000003,"to recognize the service and sacrifices of the military ""BRATS""","BRATS are the dependent children of military personnel,  active, reservist, national guard, etc. They are a little know subculture of the nation. Many subcultures have been officially recognized by the president and congress and it is time that the military BRAT receives official recognition for the service and sacrifices that they have made for the nation.  They are the ones that have the most difficulties adjusting to moving to various base every 2 to 3 years following their parent's assignments. They have endured being without a mother or a father when the parent is deployed overseas. They have suffered through the good bye to their best friends and then becoming the perpetual new kid on the block. Let us not forget the ultimate sacrifice when a parent does not come home.  ",358,100000,30,Closed,Veterans & Military
2556,15866,542b0b91ee140f246e000000,"Investigate Jehovah's Witness' leaders for real estate fraud, ponzi scheme and terrorist plots against world governments","Jehovah's Witnesses' leaders (Governing Body) are guilty of:
1) Real estate fraud: Through religion & personal interpretation of Scripture, they promise their followers a time when they each will have their own house & land. It is always presented as being in the unknown future. But in its many decades, the leadership has at no time sought to make true on this promise.
2) Ponzi scheme: The continuation of this organization relies on the donations of its followers. But like a ponzi scheme, it continually needs more ""investors"", because many keep leaving. Followers are thus urged to convert as many non-Witnesses as possible.
3) Terrorist plots: The Governing Body teaches that they and a select few make up ""God's Kingdom"" which will soon murder all non-Witnesses and destroy all governments.",193,100000,30,Closed,"Criminal Justice Reform,Homeland Security & Defense,Economy & Jobs"
2557,15871,542b2de9eab72a5334000001,Ban entry to the US for any individual who has recently visited or holds a visa from an Ebola infected nation,"As the Ebola virus is taking hold in Western Africa, it is still at a place where it can be contained.  The global economy can sustain an entry ban for those countries with high infection rate.  If the virus jumps to a major global economic nation, the virus will be much more difficult to contain given the degree of travel required to sustain these economic ties.

We have already seen a confirmed infection within the US (Dallas Texas), it is now time to take action.  While this virus on a relative basis may not be as contagious as others, the mortality rate is so high (60%-90%) that even a slow transmission or minor outbreak would be costly in American lives.

Take action while this is still containable, ban travel and entry to Ebola infected nations immediately!",1991,100000,30,Closed,"Health Care,Homeland Security & Defense,Immigration"
2558,15876,542b5242704301a403000001,Give H4 visa holders the right to work or own a business,"The H4 visa allows the spouses to stay in the United States, it has very negative psychological effects on the visa holders especially on the women and children who feel over dependent on the H1B holder's income.
Often, the spouses are very qualified and willing to contribute financially to the household income, yet unless they themselves change status, they are unable to do so and the couple goes into horrible financial difficulties.
H4 visa holders also find themselves at the mercy of the H1B visa holders regarding mental abuses from their spouses.
Allow H4 holders to contribute to this economy instead of just being dependents.
Let H4 visa holders to open their own business and create jobs.",212,100000,30,Closed,Immigration
2559,15881,542b542ceab72a6618000002,Immediately stop all incoming flights from Liberia and other West African countries where the Ebola virus is present.,Our government officials told us not to worry about Ebola in the United States. Now the first confirmed case of Ebola has been diagnosed in Houston Texas. The government should wise up and immediately stop all flights to and from the United States and Liberia and any other West African country where Ebola has been found until this epidemic is over. Stop risking American lives. Relying on temperature checks at airports is not sufficient and has not stopped the virus from arriving on our shores. President Obama do the right thing and stop gambling with the lives of millions of Americans.,3833,100000,30,Closed,"Health Care,Homeland Security & Defense,Immigration"
2560,15886,542b59636ce61c6b2f000003,School lunches are too small,"Although there is a problem of obesity in America, punishing all students by making portion sizes smaller is unfair. While making the portions smaller it doesn't even stop the students from getting more food, the government is just making students and families pay more and more money in order for their kid to be properly fed. As well as the portioning being smaller, if a student chooses to get the ""healthier"" salad or sandwich at lunch it is $1 extra as well as the more fruit or vegetables a student takes costs extra. Instead of making the portions small the government should have kids exercise more, helping them to burn the calories they are consuming. The government should regulate exercise instead of portion size. Therefore portion regulating causes many negatives, instead of positives.",349,100000,30,Closed,"Education,Health Care"
2561,15896,542b6cd52bcfa3dd32000002,Address the imminent threat posed to the American people by the Ebola pandemic,"Whereas,
The Ebola virus is a highly virulent and deadly infectious disease that rampages across West Africa;
Whereas,
The nature of Ebola makes it highly susceptible to mutation, including the ability to evolve into a form facilitating airborne transmission;
Whereas,
The recent confirmation of an Ebola carrier passing through US Customs and moving freely among the general population has endangered the health and safety of the American people and the security of the nation,

We, the undersigned, formally petition our government to take extraordinary precautions to protect the American people, including but not limited to,  immediate quarantine of all travelers attempting entry to the US who have traveled from or through the region of West Africa affected by the Ebola pandemic.",790,100000,30,Closed,"Homeland Security & Defense,Technology & Innovation,Transportation & Infrastructure"
2562,15911,542ba921eab72a825c000001,"the WHITE HOUSE must have to revoke ""One China Policy"".
It's the wrong policy to make China grow and threaten Asia and u","The America government must revoke your "" One China Policy"".
As time goes by, it reveals it's a wrong policy.
It helps China to grow to threaten other countries in Asia.
This situation is developing to America can't hold back.
The civil disobedience movement happened this year in Taiwan(R.O.C.) and Hong Kong, that explain ""One China Policy"" is very dangerous and wrong policy.
And other countries in Asia fear China's force now.",313,100000,30,Closed,Foreign Policy
2563,15916,542bf9e1ee140f1d07000001,restrict travel from regions affected with Ebola to protect the citizens of united states from widespread epidemic.,In light of the recent entry of a person from Liberia with Ebola it is time for the US to restrict travel from that region in order to prevent widespread epidemic.  We ask that the President move swiftly to protect the people of the United States from this epidemic.  ,4996,100000,30,Closed,"Foreign Policy,Health Care,Homeland Security & Defense"
2564,15926,542c11662bcfa3c72d000000,Prohibit the billing of customers / consumers for streetlights,"This petition is set in motion to prevent (WAPA) Water and Power Authority of The Virgin Islands, from billing consumers for the provision of streetlights. The Water and Power Authority will be able to bill customers for the provision of street lights, after an amendment, sponsored by Senators gave the semi-autonomous entity the power to pass the expense on to customers when the company reduces the LEAC, fuel surcharge. ",2401,100000,30,Closed,Economy & Jobs
2565,15931,542c3eb4adfd95d817000001,Stop allowing travel to and from the United States by people who have been in areas of Africa affected by Ebola.,"The threat of Ebola is real, as seen by the recent discovery of an active Ebola infection on American soil.  Except for specifically designated health care workers and others assisting with the Ebola outbreak in those regions, we must control entry to and travel from the United States to affected regions.

In order to prevent further outbreaks of Ebola and reduce the threat of infection from Ebola in the United States, and in order to protect the citizens of the United States, we the people demand that an immediate restriction of all travel to and from the affected regions in Africa be put in place. We also demand restriction for entry to the US by anyone who has visited these regions in the last 30 days. Current affected regions are Liberia, Sierra Leone, Guinea, Nigeria and Senegal.",979,100000,30,Closed,"Foreign Policy,Health Care,Transportation & Infrastructure"
2566,15936,542c430d2bcfa3920d000001,"Urgently ""Protect our President""","Hello Fellow Americans,

It is vital to the security of our Nation, that the President (and his family) receive immediate 24hr personal security, from our top military resources/personnel while the ongoing investigation and re-organization of the Secret Service is under way.  At minimum, to have them work alongside each remaining member of the SS observing perfect protocol.

As the most powerful nation, we cannot allow any further spotlight to be shown on this failure in personal security to our nation's leader, his family, or his residence.

Please join me signing urgent petition, requesting that whatever necessary funding to accomplish this is approved hastily for this measure & implemented immediately.

Thank you, A Concerned, and Patriotic American.
God Bless America and Our President",261,100000,30,Closed,"Homeland Security & Defense,Government & Regulatory Reform"
2567,15941,542c536b00e579ae0f000000,"Take IMMEDIATE Steps to Protect Americans from Ebola, including refusing entry from persons coming from infected regions","WE ARE DEMANDING THE U.S. GOVERNMENT TAKE IMMEDIATE STEPS TO PROTECT AMERICANS FROM THE SPREADING EBOLA EPIDEMIC.

These steps include:

- Immediate cancellation all U.S. Visas for individuals who have been in any Ebola-affected country.

- Quarantine all returning U.S. citizens who have been to those areas within the past 30 days.

- Inform U.S. citizens traveling to those areas that they may not be permitted to return until the outbreaks are fully contained.

- Stop all flights by U.S. airlines in and out of Ebola-affected regions.

- Turn away all foreign airlines arriving from Ebola-affected regions.

- Quarantine all individuals who have been in contact with any Ebola-infected individual in the U.S.

-And, finally, do NOT send our military members to assist with Ebola outbreaks.",787,100000,30,Closed,"Health Care,Homeland Security & Defense,Immigration"
2568,15946,542c80f52bcfa3982f000000,Declassify The 28 Classified Pages Of The 9/11 Commission,As American citizens we deserve to know what really happened on 9/11. If they are telling us the truth then why are these pages classified. The US government claims it is for national security but people who have read it like Rep. Walter Jones says it has nothing to do with national security. He and others who read it say it talks about foreign countries like Saudi Arabia being involved in 9/11. As American citizens we demand you declassify these pages so we will know the truth to what happened on 9/11. ,320,100000,30,Closed,"Homeland Security & Defense,Foreign Policy"
2569,15951,542c839ca9a0b16133000001,Have the FAA ban all incoming and outgoing flights to ebola-stricken countries until the ebola outbreak is contained,"The Ebola virus has reached unprecedented epidemic proportions in West Africa, and has been joined by another unrelated concurrent outbreak in the Congo. Experts had stated it was 'highly unlikely' that ebola would show up on American soil. But now it has, in the City of Dallas, Texas, brought here by an individual who entered our country from the West African nation of Liberia, where ebola is rampant. The citizens of the US are scared. We do not want any more ebola-infected individuals bringing the epidemic to our shores. The longer we allow people to enter our country from ebola-stricken areas, the higher the chance another person infected with ebola will arrive here, putting ALL of our citizens at risk. Please tell the FAA to ban ALL incoming flights from any/all ebola-stricken regions.",48139,100000,30,Closed,"Health Care,Homeland Security & Defense,Transportation & Infrastructure"
2570,15956,542dfbfe2bcfa36114000000,Ban all flights from Ebola-ridden countries in West Africa.,"Despite the Ebola outbreak in West Africa, the Obama Administration refuses to ban flights to and from affected countries.

On any given day, more than a dozen flights from Liberia are available. This is unacceptable and puts US citizens at risk.

The decision not to ban flights from Ebola-ridden countries comes amid the recent Ebola case in Dallas, involving a man who had recently flown to the US from Liberia.

Passengers taking flights to the US from West African countries have their temperatures taken, in order to check for fevers, prior to boarding planes. But that does not help keep the disease out of the country, since an individual may have Ebola for many days before showing symptoms. ",2469,100000,30,Closed,"Foreign Policy,Homeland Security & Defense,Transportation & Infrastructure"
2571,15961,542e93f4a9a0b1de62000000,Protect Hong Kong Protesters who are fighting for Hong Kong Democracy have suffered from violence and sexual harassment,"Hong Kong students and protesters who are fighting for Hong Kong Democracy have suffered from Violence and Sexual Harassment. The students and protesters was attacked from a group of thugs and gangsters who were well paid by a person in Facebook who called Ruiming Li.
Li has shared the payment list on a Facebook group called Silent Majority.",17914,100000,30,Closed,"Civil Rights & Equality,Criminal Justice Reform"
2572,15971,542f02802f2c880b2d000000,stop dolphin slaughtering in Japan Taiji,"I recently heard about the documentary film The Cove and was alarmed to find out that more than 20,000 dolphins and porpoises are brutally killed each year off the coast of Japan. In addition, Japanese consumers are being sold dolphin meat, containing dangerously high levels of mercury, often labeled as whale meat.

I ask that you urge the Japanese government to revoke permits that allow Japan's Fisheries Agency to continue this heinous, dangerous and illegal practice.

I also urge American leadership to ensure that the International Whaling Commission includes the proper management of dolphins and porpoises and a comprehensive plan to stop the slaughter of dolphins in Japan.

Your immediate action is needed.

",481,100000,30,Closed,Energy & Environment
2573,15976,542f540f2bcfa3df69000000,Unlock public access to research on software safety through DMCA and CFAA reform,"Software now runs consumer products and critical systems that we trust with our safety and security. For example, cars, medical devices, voting machines, power grids, weapons systems, and stock markets all rely on code. While responsible companies cooperate with the technical community and the public to improve the safety of code, others do not. They instead try to prevent researchers and others from sharing safety research, threatening criminal and civil actions under the Digital Millennium Copyright Act and the Computer Fraud and Abuse Act. Chilling research puts us all at risk. Protect the public from unsafe code and help us to protect ourselves.  Reform the DMCA and CFAA to unlock and encourage research about potentially dangerous safety and security weaknesses in software.",1096,100000,30,Closed,"Innovation: Arts & Technology,Government & Regulatory Reform"
2574,15981,5430186ea9a0b1b72c000001,Free Carlos coy (spm),Carlos coy charged 45 years in prison with no evidence ,5492,100000,30,Closed,"Civil Rights & Equality,Criminal Justice Reform,Homeland Security & Defense"
2575,15986,5430a88d7043013133000000,Order Facebook to remove America's Most Hated Facebook page. It incites violence against America's police officers.,"    It is our desire to have the 'America's Most Hated' Facebook Page (https://www.facebook.com/BadCopNoDonuts) be removed as it incites violence and advocated murder of American police officers. We understand that the 1st Amendment protects free speech, however, this page goes beyond 1st Amendment protection. By its very nature, it advocates, calls for, and rejoices in the deaths of American police officers.
   This affects all involved (the officer, family, friends) as well as society as a whole.
   We again request that this page be removed and banned.
",233,100000,30,Closed,"Criminal Justice Reform,Homeland Security & Defense"
2576,15996,54315b26ee140fc52b000000,Encourage timely permanence for children in foster care by enforcing the Adoption and Safe Families Act of 1997.,"The Adoption and Safe Families Act (ASFA) requires foster care agencies seek to terminate parental rights when a child has been in foster care for 15 out of the most recent 22 months, so that children can be freed for adoption in a timely manner.

ASFA is often ignored by both agencies and local courts, leaving children in foster care and without a permanent family to provide love, care, and security. 27% of children (more than 100,000 each year) remain in care more than 24 months, in part due to loopholes. For example, children in kinship care can remain foster children their entire lives.

We ask that the existing ASFA law be enforced, with penalties applied when the law is ignored, and that the loopholes be further restricted to free children for adoption when parents fail them.",1615,100000,30,Closed,"Civil Rights & Equality,Economy & Jobs,Government & Regulatory Reform"
2577,16001,5431a2ef7043018d6d000003,Put Cancer ribbons on the White House for every month and not just Breast Cancer Awareness Month.,"Every year Cancer patients and family of Cancer patients feel discriminated again if they weren't diagnosed with Breast Cancer. Breast Cancer has had amazing strides in finding a cure and has increased the survival rates of those diagnosed with that disease. If you are on the unlucky side, for example Pediatric, Colon, Brain and so many other cancers then awareness and funding is crucially low, yet some of those are more deadly than Breast Cancer. Please take the stand and fight for those who have been put in the shadows by their cousin Breast Cancer!",443,100000,30,Closed,"Civil Rights & Equality,Health Care"
2578,16011,543354d5adfd951245000004,Investigate Jehovah's Witness' Leaders For Health Insurance Fraud/Scam,"The Governing Body of Jehovah's Witnesses, its committees, and thousands of Witness elders around the world are guilty of indirect, yet deliberate, health insurance fraud.
They teach their followers that the future holds ""perfect health"" for them. They discourage giving too much attention to actual health care, as their time and money should be given to their religion.
Witnesses are lead to believe that their devotion to their religion, including financial contributions, is their ""insurance"" for perfect health (along with many other things) in the future.
The Governing Body claims that they and others will personally give perfect health to followers. This is a claim that has been repeated numerous times for many years.
Health insurance fraud is a crime even if done in the name of religion.",182,100000,30,Closed,"Economy & Jobs,Civil Rights & Equality,Health Care"
2579,16021,543401352f2c88584a000000,Stop Wild Horse Round Ups,"Stop the inhumane practices by the BLM In helicopter roundups of wild horses, the removal to a penned existence, poor auction practices leading to slaughter or placement into other abusive rodeo practices.  We call for a moratorium on wild horse removal from public lands.  We call for the formation of a task force composed of horsemen, veterinarians, animal scientists, and animal right advocates to develop a humane and sustainable management plan for our wild horses on public lands.  This task force would be charged with reallocation of funds to better scientific methods of population management of wild horses, land management and adoption regulations.  The task force would be charged to protect wild horses from special interest groups such as cattlemen, oil frackers, etc.",1154,100000,30,Closed,Energy & Environment
2580,16026,54340b09ee140fe277000000,Require that Insurance Companies offer PPO plans to Individuals and small groups in all states.,"Require that Insurance Companies offer PPO plans to Individuals and small groups in all states.

Since the roll out of the affordable care act legislation and lack of oversight of the insurance companies has lead to the evisceration for health insurance plans for the self employed. Plans offered out of network coverage are no longer offered which means that many people no longer can be followed by their health care providers. Plans are not cheaper, they are just as expensive and come with higher deductables.

It is imperative that there be a free market and Insurance Companies be permitted/required to offer PPO plans.

",249,100000,30,Closed,Health Care
2581,16031,543417e1688938ff24000000,bring back Otis Spunkmeyer cookies to school lunches.,"These cookies are many students only motivation to go to school, therefore, bringing them back would be a good choice for everyone involved. Bring back our cookies.",347,100000,30,Closed,"Civil Rights & Equality,Economy & Jobs"
2582,16036,54345a6e6ce61c2858000000,give mothers paid maternity leaves. The USA is 1 of 4 countries in the world without any kind of paid maternity leave.,"Mothers ought to be able to take leave from the workforce to care for their babies and continue to receive income. The USA needs to join the rest of the world on this. Politicians love to talk about family values, but there is nothing more fundamental to a family than mothers taking care of their own babies. Mothers shouldn't have to choose between working and having a baby. They should be able to take a break from work and create that maternal bond with her baby from which the whole of society would benefit. Everybody retires. We pay for that. People get fired from their jobs. We pay for that. It's time to start paying hardworking American workers to take a break from work, take care of their babies, and then go back to work! ",663,100000,30,Closed,"Economy & Jobs,Civil Rights & Equality"
2583,16041,543489d32f2c886123000000,We Petition the Obama Administration to make Zoophilia a Felony in All 50 States!,"Zoophilia, sexual relations between humans and animals, is legal in 15 states including our nation's capital. It should be addressed at a federal level by enacting the Rose Law named in honor of puppy Rose who was sexually assaulted by her owner. No animal should have to have sexual relations with a human. Animals rely on their care givers for food, shelter and protection and cannot speak. Because of that they are vulnerable to abuse much like children. We propose the Rose Law: Should make zoophilia a 1st degree felony in all 50 states. This charge is in addition to felony animal cruelty charges; preclude the convicted from ever owning, being alone with or working around animals; should track the convicted in a registry to notify the convicted's neighbors, adoption agencies and employers",1152,100000,30,Closed,"Criminal Justice Reform,Government & Regulatory Reform"
2584,16051,5435b060a9a0b1b74d000001,"Allow Tricare to Cover IVF, IUI and all infertility cases for military and their familiy.","My daughter is fighting for Tricare to help cover the expenses for IUI/IVF.  Her husband is in the military stationed in Stuttgart Germany.

If other insurance companies can cover why can't TriCare?  Tricare is the insurance that military uses.

Military Men and Women fight for our country...why can't we fight for them and help them get Medical Coverage many of them need to have a family of their own.

The military always says it is about family.  Well lets prove it.  Help those service members who cannot have a child on their own do so.",275,100000,30,Closed,"Economy & Jobs,Health Care,Veterans & Military"
2585,16066,5436935e2f2c880054000002,organize official White House celebrations to recognize and endorse Columbus Day and the Italian American community.,"The Italian American Community petitions for an official U.S. Capitol luncheon and White House evening reception in annual recognition and endorsement of Columbus Day and the contributions of the 25 million Americans of Italian decent.  With our holiday consistently under attack, we ask the White House to rededicate the Presidency to both the holiday and our community.  We also ask the President to host an official yearly signing ceremony in celebration of Columbus Day, the Italian American community, and the importance of the immigrant experience in the making of our great nation.  Columbus Day represents not only the accomplishments and contributions of the Italian Americans, but also the indelible spirit of risk, sacrifice, and self-reliance that define the United States of America.",6616,100000,30,Closed,"Innovation: Arts & Technology,Civil Rights & Equality,Immigration"
2586,16071,543706302bcfa32405000000,pardon Todd Gurley for any possible wrongdoings and ordering the NCAA and UGA to cancel any investigations.,This petition will free Todd Gurley from any possible wrongdoing.,10169,100000,30,Closed,"Criminal Justice Reform,Education,Civil Rights & Equality"
2587,16076,5437db0a6ce61ca83a000000,Get a memorial skate park built,"Do you think there should be a memorial Skatepark built in Hanover, Pa for Jake Eyler and Jason Coward? If so then sign this petition. If you don't know who they are then I will tell you. Jake Eyler was 15 years old going to south western high school in hanover, Pa. Jason Coward was 16 years old and also went to south western high school. They both were together at 3:30am on 10/5/14 and got into a fatal accident and both of them died in the result. They both loved scootering and biking with everyone. There should be a skatepark in Hanover, Pa to remember them and so there is a place for everyone to go to without the cops stopping us everywhere. Here is the news report on it. http://www.eveningsun.com/local/ci_26666074/fatal-car-crash-west-manheim-township-officials-confirm",262,100000,30,Closed,"Energy & Environment,Economy & Jobs"
2588,16086,543a26f9688938663c000004,Recognize Endometriosis as a qualifying disability and fund research for a cure.,"Endometriosis is a chronic illness affecting over 6 mill. American women. It is a gynecological disease in which endometrium tissue grows outside the uterus forming lesions. The lesions are most commonly found in the abdomen and bowel, but have been found in every major organ.  Chronic stabbing pain and painful menses are the most common symptoms causing many women to be unable to perform their occupational duties. Other symptoms of Endo are pain with intercourse, bowel movements & urination,  excessive bleeding, fatigue, depression & anxiety, diarrhea, constipation, bloating, nausea, scar tissue formation, & adhesions. It's also the 3rd leading cause of infertility. Most symptoms are found in the SSA's Listing of Impairments Part A. Endo is leaving many women unemployed and impoverished.",3834,100000,30,Closed,"Civil Rights & Equality,Economy & Jobs"
2589,16091,543aca44eab72a2c66000004,Sanction Me 2,"Many allegations made by the U.S. Department of State against other countries turn out to be nothing but its own assertions that are often based on unreliable or no evidence at all. I condemn policies of sanctions which are used as a tool of manipulation to influence public choice in foreign countries. I do support governments and people that chose sovereign path of development of their nations. I do not consider the United States of America as a country that over period of history has earned the right to dictate me its will. I personally want to join those who'd rather defend their beliefs and continue to value their freedom of choice without looking back at negative impact of sanctions.
Reconsider your attitude or Sanction Me 2.

http://www.hadrurus.com/campaigns/sanctionme2/index.html",172,100000,30,Closed,"Civil Rights & Equality,Foreign Policy"
2590,16096,543b303d7043012d5f000001,Release Anthony A. Pichardo and give him back his legal permanent resident status.,"Barack Obama please forgive the mistakes of Anthony A. Pichardo when he was in his early 20's we all make mistakes. He is now a 40 yrs old man with a 4 yrs old daughter, and a 17 and 19 yrs old sons(all U. S. Citizens) that would like to have their father back in their lives.  We are part of the United Nations and they adhere to the Universal Human Rights and The Convention on the Rights of the Child (CRC) (1990).  He has resided in NY for most of his life and the United States, is his home; his family and friends are here. Grant him amnesty and give him back his legal permanent resident status, so he could continue to provide and live with his family, please stop separating families. ",207,100000,30,Closed,"Economy & Jobs,Civil Rights & Equality,Immigration"
2591,16101,543b65e06ce61cfa76000001,"SUPPORT ""our nation's 'No Child Left White' policy""!","That may seem like a horrible thing to ask, until you examine the hateful racist petition on this site that asks the opposite.

That petition asks to turn immigrants away from our shores, and to end ""forced"" integration that causes whites to intermarry and ""be blended out of existence.""
But we know that intermarriage will end the scourge of racism! When we are all non-white, racism will disappear!
I'm White and cannot escape my racism, but my grandchildren will not be racist because my grandchildren will be non-white.
Diversity is NOT ""a code word for white genocide,"" as we read every month in these hateful racist petitions that end absurdly in ""anti-racist is a code word for anti-white.""
Diversity is a plain word for the end of whiteness and other human differences that cause racism!",177,100000,30,Closed,"Civil Rights & Equality,Economy & Jobs"
2592,16106,543bec7a00e5791669000006,"Drop Columbus Day as a federal Holiday, add election day as a replacement. There's nothing more American than voting.","As many states are enacting laws making harder for Americans to vote, it's up to us as citizens not only expose these laws for what they are, modern poll taxes and Jim Crow statutes, but to encourage and enable all Americans to vote.
Columbus Day is only recognized by 23 States, so dropping it as a federal holiday, and leaving it as a calendar holiday, makes financial and historical sense.
Now, adding election day as a holiday won't require an addition in the number of federal holidays.
This is an easy way to help realize actual universal suffrage. ",3835,100000,30,Closed,"Civil Rights & Equality,Economy & Jobs"
